STATE/UT,Year,TYPE,JANUARY,FEBRUARY,MARCH,APRIL,MAY,JUNE,JULY,AUGUST,SEPTEMBER,OCTOBER,NOVEMBER,DECEMBER,TOTAL
LAKSHADWEEP,2008,Total,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Road Accidents,1,0,0,0,0,0,0,0,0,0,0,0,1
LAKSHADWEEP,2009,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Total,1,0,0,0,0,0,0,0,0,0,0,0,1
LAKSHADWEEP,2010,Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Total,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2011,Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2011,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2011,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2011,Total,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2012,Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2012,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2012,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2012,Total,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2001,Road Accidents,109,89,122,107,122,106,107,107,97,105,111,104,1286
PUDUCHERRY,2001,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2001,Other Railway Accidents,0,0,1,0,0,0,0,0,0,0,0,0,1
PUDUCHERRY,2001,Total,109,89,123,107,122,106,107,107,97,105,111,104,1287
PUDUCHERRY,2002,Road Accidents,101,110,131,121,126,140,141,128,120,131,111,124,1484
PUDUCHERRY,2002,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2002,Other Railway Accidents,0,0,1,0,0,0,0,0,0,0,0,0,1
PUDUCHERRY,2002,Total,101,110,132,121,126,140,141,128,120,131,111,124,1485
PUDUCHERRY,2003,Road Accidents,103,122,142,123,138,131,133,156,147,134,114,143,1586
PUDUCHERRY,2003,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2003,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2003,Total,103,122,142,123,138,131,133,156,147,134,114,143,1586
PUDUCHERRY,2004,Road Accidents,137,139,143,126,127,124,145,146,144,161,114,127,1633
PUDUCHERRY,2004,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2004,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2004,Total,137,139,143,126,127,124,145,146,144,161,114,127,1633
PUDUCHERRY,2005,Road Accidents,152,164,150,153,138,145,162,159,148,143,121,145,1780
PUDUCHERRY,2005,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2005,Other Railway Accidents,0,0,0,0,0,0,1,0,1,1,1,0,4
PUDUCHERRY,2005,Total,152,164,150,153,138,145,163,159,149,144,122,145,1784
PUDUCHERRY,2006,Road Accidents,120,124,166,125,148,132,125,161,151,130,122,135,1639
PUDUCHERRY,2006,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2006,Other Railway Accidents,0,0,0,0,0,0,0,1,2,2,0,1,6
PUDUCHERRY,2006,Total,120,124,166,125,148,132,125,162,153,132,122,136,1645
PUDUCHERRY,2007,Road Accidents,149,126,157,165,138,153,152,139,156,131,149,129,1744
PUDUCHERRY,2007,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2007,Other Railway Accidents,0,0,0,0,2,1,0,0,0,2,1,0,6
PUDUCHERRY,2007,Total,149,126,157,165,140,154,152,139,156,133,150,129,1750
PUDUCHERRY,2008,Road Accidents,127,145,152,153,162,151,142,154,136,155,91,130,1698
PUDUCHERRY,2008,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2008,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2008,Total,127,145,152,153,162,151,142,154,136,155,91,130,1698
PUDUCHERRY,2009,Road Accidents,148,130,153,148,155,147,126,135,146,160,126,124,1698
PUDUCHERRY,2009,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2009,Other Railway Accidents,1,1,0,1,0,0,0,0,0,0,1,1,5
PUDUCHERRY,2009,Total,149,131,153,149,155,147,126,135,146,160,127,125,1703
PUDUCHERRY,2010,Road Accidents,114,132,132,119,126,141,151,127,130,139,104,114,1529
PUDUCHERRY,2010,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2010,Other Railway Accidents,1,0,0,0,1,0,1,1,0,1,0,1,6
PUDUCHERRY,2010,Total,115,132,132,119,127,141,152,128,130,140,104,115,1535
PUDUCHERRY,2011,Road Accidents,122,105,119,112,116,109,137,144,140,149,117,110,1480
PUDUCHERRY,2011,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2011,Other Railway Accidents,0,0,3,0,1,0,1,0,0,1,0,0,6
PUDUCHERRY,2011,Total,122,105,122,112,117,109,138,144,140,150,117,110,1486
PUDUCHERRY,2012,Road Accidents,128,125,159,103,133,131,126,119,115,124,119,128,1510
PUDUCHERRY,2012,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2012,Other Railway Accidents,0,0,1,0,2,0,1,0,2,0,1,0,7
PUDUCHERRY,2012,Total,128,125,160,103,135,131,127,119,117,124,120,128,1517
TOTAL (UTs),2001,Road Accidents,882,830,967,941,1006,962,925,978,952,987,970,970,11370
TOTAL (UTs),2001,Rail-Road Accidents,0,0,0,0,1,1,3,1,0,1,0,0,7
TOTAL (UTs),2001,Other Railway Accidents,57,70,73,73,73,85,75,85,57,86,71,70,875
TOTAL (UTs),2001,Total,939,900,1040,1014,1080,1048,1003,1064,1009,1074,1041,1040,12252
TOTAL (UTs),2002,Road Accidents,856,881,1050,888,893,859,986,992,899,922,846,932,11004
TOTAL (UTs),2002,Rail-Road Accidents,0,0,1,3,0,1,1,1,0,0,0,0,7
TOTAL (UTs),2002,Other Railway Accidents,56,59,65,68,59,79,72,76,66,76,58,85,819
TOTAL (UTs),2002,Total,912,940,1116,959,952,939,1059,1069,965,998,904,1017,11830
TOTAL (UTs),2003,Road Accidents,815,833,895,898,917,932,972,1021,1002,1076,960,903,11224
TOTAL (UTs),2003,Rail-Road Accidents,0,1,1,0,0,0,0,0,0,1,0,0,3
TOTAL (UTs),2003,Other Railway Accidents,47,47,74,44,60,70,81,94,82,85,66,57,807
TOTAL (UTs),2003,Total,862,881,970,942,977,1002,1053,1115,1084,1162,1026,960,12034
TOTAL (UTs),2004,Road Accidents,929,948,974,898,936,948,929,1000,974,1013,1031,949,11529
TOTAL (UTs),2004,Rail-Road Accidents,1,0,0,0,0,0,0,1,4,0,0,1,7
TOTAL (UTs),2004,Other Railway Accidents,49,59,71,53,71,73,66,67,57,73,67,55,761
TOTAL (UTs),2004,Total,979,1007,1045,951,1007,1021,995,1068,1035,1086,1098,1005,12297
TOTAL (UTs),2005,Road Accidents,1012,964,1067,904,1024,1001,1042,1139,1058,1008,1038,1021,12278
TOTAL (UTs),2005,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL (UTs),2005,Other Railway Accidents,49,42,63,72,67,61,77,78,79,83,77,63,811
TOTAL (UTs),2005,Total,1061,1006,1130,976,1091,1062,1119,1217,1137,1091,1115,1084,13089
TOTAL (UTs),2006,Road Accidents,926,917,1098,985,1018,952,1028,1090,1020,1034,1041,1066,12175
TOTAL (UTs),2006,Rail-Road Accidents,0,0,0,0,0,1,0,0,0,0,0,0,1
TOTAL (UTs),2006,Other Railway Accidents,68,59,91,81,62,82,85,82,84,83,76,77,930
TOTAL (UTs),2006,Total,994,976,1189,1066,1080,1035,1113,1172,1104,1117,1117,1143,13106
TOTAL (UTs),2007,Road Accidents,1041,1001,1076,1026,962,973,1052,986,1072,1411,1135,1403,13138
TOTAL (UTs),2007,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,1,1,0,2
TOTAL (UTs),2007,Other Railway Accidents,63,52,74,71,74,76,95,81,83,104,69,69,911
TOTAL (UTs),2007,Total,1104,1053,1150,1097,1036,1049,1147,1067,1155,1516,1205,1472,14051
TOTAL (UTs),2008,Road Accidents,893,914,1014,978,949,907,934,943,900,930,823,913,11098
TOTAL (UTs),2008,Rail-Road Accidents,0,0,0,0,0,0,0,1,0,0,0,0,1
TOTAL (UTs),2008,Other Railway Accidents,89,65,99,91,96,94,111,105,85,103,83,78,1099
TOTAL (UTs),2008,Total,982,979,1113,1069,1045,1001,1045,1049,985,1033,906,991,12198
TOTAL (UTs),2009,Road Accidents,815,824,865,845,864,766,802,906,837,864,836,850,10074
TOTAL (UTs),2009,Rail-Road Accidents,1,0,0,1,0,0,0,0,1,0,0,0,3
TOTAL (UTs),2009,Other Railway Accidents,97,77,90,97,113,121,138,135,128,128,104,108,1336
TOTAL (UTs),2009,Total,913,901,955,943,977,887,940,1041,966,992,940,958,11413
TOTAL (UTs),2010,Road Accidents,735,787,820,747,834,754,856,781,771,844,837,839,9605
TOTAL (UTs),2010,Rail-Road Accidents,0,0,0,0,0,0,1,1,0,0,1,0,3
TOTAL (UTs),2010,Other Railway Accidents,86,100,145,132,129,128,128,152,108,135,134,121,1498
TOTAL (UTs),2010,Total,821,887,965,879,963,882,985,934,879,979,972,960,11106
TOTAL (UTs),2011,Road Accidents,749,789,817,757,794,753,829,835,790,908,761,778,9560
TOTAL (UTs),2011,Rail-Road Accidents,0,1,0,1,1,0,0,3,1,0,0,0,7
TOTAL (UTs),2011,Other Railway Accidents,103,115,114,118,120,113,138,140,120,111,132,91,1415
TOTAL (UTs),2011,Total,852,905,931,876,915,866,967,978,911,1019,893,869,10982
TOTAL (UTs),2012,Road Accidents,741,739,802,735,739,744,759,740,832,795,805,799,9230
TOTAL (UTs),2012,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,1,0,0,1
TOTAL (UTs),2012,Other Railway Accidents,107,114,99,82,136,96,105,108,124,110,99,85,1265
TOTAL (UTs),2012,Total,848,853,901,817,875,840,864,848,956,906,904,884,10496
TOTAL (ALL INDIA),2001,Road Accidents,27039,26694,28284,27921,29978,26660,25141,25708,25816,26142,26737,27600,323720
TOTAL (ALL INDIA),2001,Rail-Road Accidents,197,177,184,186,202,195,171,197,174,220,205,170,2278
TOTAL (ALL INDIA),2001,Other Railway Accidents,1563,1594,1580,1699,1776,1710,1820,1622,1651,1741,1470,1492,19718
TOTAL (ALL INDIA),2001,Total,28799,28465,30048,29806,31956,28565,27132,27527,27641,28103,28412,29262,345716
TOTAL (ALL INDIA),2002,Road Accidents,27426,26441,28210,28883,31726,28829,27136,26824,26549,27644,27462,28577,335707
TOTAL (ALL INDIA),2002,Rail-Road Accidents,85,83,113,120,107,83,111,109,118,96,89,104,1218
TOTAL (ALL INDIA),2002,Other Railway Accidents,1511,1371,1549,1483,1752,1649,1689,1646,1683,1631,1588,1517,19069
TOTAL (ALL INDIA),2002,Total,29022,27895,29872,30486,33585,30561,28936,28579,28350,29371,29139,30198,355994
TOTAL (ALL INDIA),2003,Road Accidents,28209,26334,27266,26863,30335,28593,27268,27401,27379,28874,28500,29446,336468
TOTAL (ALL INDIA),2003,Rail-Road Accidents,127,120,144,108,127,120,137,146,101,142,134,119,1525
TOTAL (ALL INDIA),2003,Other Railway Accidents,1606,1515,1537,1619,1796,1645,1670,1747,1744,1832,1543,1601,19855
TOTAL (ALL INDIA),2003,Total,29942,27969,28947,28590,32258,30358,29075,29294,29224,30848,30177,31166,357848
TOTAL (ALL INDIA),2004,Road Accidents,30722,30297,31055,30335,31752,29984,28333,28275,29267,29796,30156,31371,361343
TOTAL (ALL INDIA),2004,Rail-Road Accidents,227,217,255,200,241,193,231,207,230,185,199,198,2583
TOTAL (ALL INDIA),2004,Other Railway Accidents,1608,1587,1688,1767,1808,1781,1863,1743,1823,1653,1705,1571,20597
TOTAL (ALL INDIA),2004,Total,32557,32101,32998,32302,33801,31958,30427,30225,31320,31634,32060,33140,384523
TOTAL (ALL INDIA),2005,Road Accidents,35740,34023,36287,34981,40126,32851,29080,28919,28177,29689,29898,30607,390378
TOTAL (ALL INDIA),2005,Rail-Road Accidents,223,149,221,222,179,247,224,247,210,240,159,216,2537
TOTAL (ALL INDIA),2005,Other Railway Accidents,1656,1671,1838,1859,1717,1962,1917,1795,1824,1900,1689,1654,21482
TOTAL (ALL INDIA),2005,Total,37619,35843,38346,37062,42022,35060,31221,30961,30211,31829,31746,32477,414397
TOTAL (ALL INDIA),2006,Road Accidents,33535,31356,34275,33735,37019,33018,30827,30930,30982,32356,32020,34379,394432
TOTAL (ALL INDIA),2006,Rail-Road Accidents,287,272,214,216,291,216,236,172,172,231,236,286,2829
TOTAL (ALL INDIA),2006,Other Railway Accidents,1909,1889,2204,2187,2245,2266,2289,2243,2349,2446,2135,2003,26165
TOTAL (ALL INDIA),2006,Total,35731,33517,36693,36138,39555,35500,33352,33345,33503,35033,34391,36668,423426
TOTAL (ALL INDIA),2007,Road Accidents,36432,33614,35873,37629,39036,34934,32402,32698,32328,34254,34398,35059,418657
TOTAL (ALL INDIA),2007,Rail-Road Accidents,141,130,123,160,179,175,160,198,164,188,141,114,1873
TOTAL (ALL INDIA),2007,Other Railway Accidents,2127,2156,2235,2409,2491,2247,2451,2360,2319,2451,2251,2208,27705
TOTAL (ALL INDIA),2007,Total,38700,35900,38231,40198,41706,37356,35013,35256,34811,36893,36790,37381,448235
TOTAL (ALL INDIA),2008,Road Accidents,36012,34314,36402,38059,37912,34005,32655,32895,32217,34309,32979,34096,415855
TOTAL (ALL INDIA),2008,Rail-Road Accidents,178,160,191,150,179,180,187,182,192,184,179,172,2134
TOTAL (ALL INDIA),2008,Other Railway Accidents,2023,2028,2290,2282,2416,2370,2415,2444,2403,2426,2182,2200,27479
TOTAL (ALL INDIA),2008,Total,38213,36502,38883,40491,40507,36555,35257,35521,34812,36919,35340,36468,445468
TOTAL (ALL INDIA),2009,Road Accidents,35346,34265,36024,35243,38928,36234,32897,33674,33532,34857,34690,35938,421628
TOTAL (ALL INDIA),2009,Rail-Road Accidents,187,164,175,168,167,197,183,174,170,182,131,182,2080
TOTAL (ALL INDIA),2009,Other Railway Accidents,2114,2043,2254,2239,2424,2553,2272,2495,2494,2359,2192,2136,27575
TOTAL (ALL INDIA),2009,Total,37647,36472,38453,37650,41519,38984,35352,36343,36196,37398,37013,38256,451283
TOTAL (ALL INDIA),2010,Road Accidents,36674,35277,37861,37055,39821,37094,34081,33130,32898,34783,35888,36092,430654
TOTAL (ALL INDIA),2010,Rail-Road Accidents,234,208,258,252,243,261,217,241,243,238,230,218,2843
TOTAL (ALL INDIA),2010,Other Railway Accidents,2159,1997,2328,2305,2482,2491,2481,2530,2412,2465,2351,2259,28260
TOTAL (ALL INDIA),2010,Total,39067,37482,40447,39612,42546,39846,36779,35901,35553,37486,38469,38569,461757
TOTAL (ALL INDIA),2011,Road Accidents,38305,36296,39114,35956,41542,37889,35296,33689,33883,35400,35870,36883,440123
TOTAL (ALL INDIA),2011,Rail-Road Accidents,199,156,201,191,239,169,185,266,196,225,159,199,2385
TOTAL (ALL INDIA),2011,Other Railway Accidents,2411,2298,2534,2443,2753,2700,2710,2587,2558,2581,2560,2441,30576
TOTAL (ALL INDIA),2011,Total,40915,38750,41849,38590,44534,40758,38191,36542,36637,38206,38589,39523,473084
TOTAL (ALL INDIA),2012,Road Accidents,38395,37109,37862,38474,38920,37325,35354,34507,33224,35276,35919,37677,440042
TOTAL (ALL INDIA),2012,Rail-Road Accidents,142,171,142,153,145,152,134,154,150,149,139,131,1762
TOTAL (ALL INDIA),2012,Other Railway Accidents,2566,2432,2638,2500,2827,2614,2693,2741,2692,2741,2497,2671,31612
TOTAL (ALL INDIA),2012,Total,41103,39712,40642,41127,41892,40091,38181,37402,36066,38166,38555,40479,473416
